easyqcid,AnatRestAll.rf.button,AnatRestAll.zhuyan.button,Skullstrip.lcj.button,hcpall.lcj.button,openHCP_DIR.lcj.button,AnatRestAll.rf.code,AnatRestAll.zhuyan.code,Skullstrip.lcj.code,hcpall.lcj.code,openHCP_DIR.lcj.code,AnatRestAll.rf.code_exe,AnatRestAll.zhuyan.code_exe,Skullstrip.lcj.code_exe,hcpall.lcj.code_exe,AnatRestAll.rf.control,AnatRestAll.zhuyan.control,Skullstrip.lcj.control,hcpall.lcj.control,openHCP_DIR.lcj.control,AnatRestAll.rf.filename,AnatRestAll.zhuyan.filename,Skullstrip.lcj.filename,hcpall.lcj.filename,openHCP_DIR.lcj.filename,AnatRestAll.rf.filepath,AnatRestAll.zhuyan.filepath,Skullstrip.lcj.filepath,hcpall.lcj.filepath,openHCP_DIR.lcj.filepath,AnatRestAll.rf.interper,AnatRestAll.zhuyan.interper,Skullstrip.lcj.interper,hcpall.lcj.interper,openHCP_DIR.lcj.interper,AnatRestAll.rf.label,AnatRestAll.zhuyan.label,Skullstrip.lcj.label,hcpall.lcj.label,openHCP_DIR.lcj.label,AnatRestAll.rf.notes,hcpall.lcj.notes,hcpall.lcj.schema_version,AnatRestAll.rf.score1,AnatRestAll.zhuyan.score1,Skullstrip.lcj.score1,hcpall.lcj.score1,AnatRestAll.rf.score1label,AnatRestAll.zhuyan.score1label,Skullstrip.lcj.score1label,hcpall.lcj.score1label,openHCP_DIR.lcj.score1label,AnatRestAll.rf.score1num,AnatRestAll.zhuyan.score1num,Skullstrip.lcj.score1num,hcpall.lcj.score1num,openHCP_DIR.lcj.score1num,AnatRestAll.rf.score1num_,AnatRestAll.zhuyan.score1num_,Skullstrip.lcj.score1num_,hcpall.lcj.score1num_,openHCP_DIR.lcj.score1num_,AnatRestAll.rf.score2,AnatRestAll.zhuyan.score2,AnatRestAll.rf.score2label,AnatRestAll.zhuyan.score2label,AnatRestAll.rf.score2num,AnatRestAll.zhuyan.score2num,AnatRestAll.rf.score2num_,AnatRestAll.zhuyan.score2num_,AnatRestAll.rf.score3,AnatRestAll.zhuyan.score3,AnatRestAll.rf.score3label,AnatRestAll.zhuyan.score3label,AnatRestAll.rf.score3num,AnatRestAll.zhuyan.score3num,AnatRestAll.rf.score3num_,AnatRestAll.zhuyan.score3num_,AnatRestAll.rf.score4,AnatRestAll.zhuyan.score4,AnatRestAll.rf.score4label,AnatRestAll.zhuyan.score4label,AnatRestAll.rf.score4num,AnatRestAll.zhuyan.score4num,AnatRestAll.rf.score4num_,AnatRestAll.zhuyan.score4num_,AnatRestAll.rf.select_filter,AnatRestAll.zhuyan.select_filter,Skullstrip.lcj.select_filter,hcpall.lcj.select_filter,AnatRestAll.rf.showing,AnatRestAll.zhuyan.showing,Skullstrip.lcj.showing,hcpall.lcj.showing,openHCP_DIR.lcj.showing,AnatRestAll.rf.tag1,AnatRestAll.zhuyan.tag1,Skullstrip.lcj.tag1,hcpall.lcj.tag1,openHCP_DIR.lcj.tag1,AnatRestAll.rf.tag1label,AnatRestAll.zhuyan.tag1label,Skullstrip.lcj.tag1label,hcpall.lcj.tag1label,openHCP_DIR.lcj.tag1label,AnatRestAll.rf.tag2,AnatRestAll.zhuyan.tag2,hcpall.lcj.tag2,AnatRestAll.rf.tag2label,AnatRestAll.zhuyan.tag2label,hcpall.lcj.tag2label,AnatRestAll.rf.tag3,AnatRestAll.zhuyan.tag3,hcpall.lcj.tag3,AnatRestAll.rf.tag3label,AnatRestAll.zhuyan.tag3label,hcpall.lcj.tag3label,AnatRestAll.rf.time,AnatRestAll.zhuyan.time,Skullstrip.lcj.time,hcpall.lcj.time,openHCP_DIR.lcj.time,AnatRestAll.rf.watch_mode,AnatRestAll.zhuyan.watch_mode,Skullstrip.lcj.watch_mode,hcpall.lcj.watch_mode,openHCP_DIR.lcj.watch_mode
CCNPPEK0001_01_anat,{},{},,,{},"MULTICMD
TMP=$(mktemp /tmp/mgl.XXXXXX); TMP=""$TMP.py""; printf 'import gl\ngl.windowposition(0,0,1400,1000)\ngl.loadimage(""{subjects_dir}/{fsrecon_dir}/mri/orig/001.mgz"")\ngl.overlayload(""{subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz"")\ngl.opacity(1,30)\n' > ""$TMP""; ${mricrogl_dir} ""$TMP""; rm -f ""$TMP""
;|
freeview --layout 4 --viewsize 400 300 \
  -viewport axial \
  -v ${subjects_dir}/${fsrecon_dir}/mri/orig/001.mgz:opacity=1:grayscale=0,2000 \
   {subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz:colormap=jet:opacity=0.3 \
  ${ccs_dir}/${sublist}/${moddir}/reg/mean_func2norm.nii.gz:opacity=0.6 \
  -zoom 1.3 \
  -f ${subjects_dir}/${fsrecon_dir}/surf/lh.pial:edgecolor=overlay:annot=${subjects_dir}/${fsrecon_dir}/label/lh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/rh.pial:edgecolor=overlay:annot=${subjects_dir}/${fsrecon_dir}/label/rh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/lh.white:edgecolor=red:annot=${subjects_dir}/${fsrecon_dir}/label/lh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/rh.white:edgecolor=red:annot=${subjects_dir}/${fsrecon_dir}/label/rh.aparc.annot \
  --hide-3d-slices","MULTICMD
TMP=$(mktemp /tmp/mgl.XXXXXX); TMP=""$TMP.py""; printf 'import gl\ngl.windowposition(0,0,1400,1000)\ngl.loadimage(""{subjects_dir}/{fsrecon_dir}/mri/orig/001.mgz"")\ngl.overlayload(""{subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz"")\ngl.opacity(1,30)\n' > ""$TMP""; ${mricrogl_dir} ""$TMP""; rm -f ""$TMP""
;|
freeview --layout 4 --viewsize 400 300 \
  -viewport axial \
  -v ${subjects_dir}/${fsrecon_dir}/mri/orig/001.mgz:opacity=1:grayscale=0,2000 \
   {subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz:colormap=jet:opacity=0.3 \
  ${ccs_dir}/${sublist}/${moddir}/reg/mean_func2norm.nii.gz:opacity=0.6 \
  -zoom 1.3 \
  -f ${subjects_dir}/${fsrecon_dir}/surf/lh.pial:edgecolor=overlay:annot=${subjects_dir}/${fsrecon_dir}/label/lh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/rh.pial:edgecolor=overlay:annot=${subjects_dir}/${fsrecon_dir}/label/rh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/lh.white:edgecolor=red:annot=${subjects_dir}/${fsrecon_dir}/label/lh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/rh.white:edgecolor=red:annot=${subjects_dir}/${fsrecon_dir}/label/rh.aparc.annot \
  --hide-3d-slices",,,open ${hcp_dir}/${group}/${sublist},"freeview --layout 4 --viewsize 400 300 \
  -viewport axial \
  -v /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/mri/orig/001.mgz:opacity=1:grayscale=0,2000 \
   /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/mri/mask.nii.gz:colormap=jet:opacity=0.3 \
  /Users/windows/Desktop/qcProjectLCJ/stage1Prep/CCS_DIRs/CCNPPEKI/CCNPPEK0001_01/anat/reg/mean_func2norm.nii.gz:opacity=0.6 \
  -zoom 1.3 \
  -f /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/lh.pial:edgecolor=overlay:annot=/Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/lh.aparc.annot \
     /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/rh.pial:edgecolor=overlay:annot=/Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/rh.aparc.annot \
     /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/lh.white:edgecolor=red:annot=/Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/lh.aparc.annot \
     /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/rh.white:edgecolor=red:annot=/Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/rh.aparc.annot \
  --hide-3d-slices","freeview --layout 4 --viewsize 400 300 \
  -viewport axial \
  -v /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/mri/orig/001.mgz:opacity=1:grayscale=0,2000 \
   /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/mri/mask.nii.gz:colormap=jet:opacity=0.3 \
  /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/CCS_DIRs/CCNPPEKI/CCNPPEK0001_01/anat/reg/mean_func2norm.nii.gz:opacity=0.6 \
  -zoom 1.3 \
  -f /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/lh.pial:edgecolor=overlay:annot=/Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/lh.aparc.annot \
     /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/rh.pial:edgecolor=overlay:annot=/Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/rh.aparc.annot \
     /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/lh.white:edgecolor=red:annot=/Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/lh.aparc.annot \
     /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/rh.white:edgecolor=red:annot=/Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/rh.aparc.annot \
  --hide-3d-slices",,,False,False,,,False,AnatRestAll._.CCNPPEK0001_01_anat._.rf._.None._.False.json,AnatRestAll._.CCNPPEK0001_01_anat._.zhuyan._.None._.False.json,,,openHCP_DIR._.CCNPPEK0001_01_anat._.lcj._.None._.False.json,/home/ubuntu/homes/LuoChongjing/ProjectEASYQC/easyqc_CCNPPEKI/RatingFiles/AnatRestAll/rf/AnatRestAll._.CCNPPEK0001_01_anat._.rf._.None._.False.json,/home/ubuntu/homes/LuoChongjing/ProjectEASYQC/easyqc_CCNPPEKI/RatingFiles/AnatRestAll/zhuyan/AnatRestAll._.CCNPPEK0001_01_anat._.zhuyan._.None._.False.json,,,/home/ubuntu/homes/LuoChongjing/ProjectEASYQC/easyqc_CCNPPEKI/RatingFiles/openHCP_DIR/lcj/openHCP_DIR._.CCNPPEK0001_01_anat._.lcj._.None._.False.json,shell,shell,,,shell,AnatRestAll,AnatRestAll,,,openHCP_DIR,,,,,,,,headmotion,headmotion,,,open,0-4,0-4,,,0-4,"0,1,2,3,4","0,1,2,3,4",,,"0,1,2,3,4",,,skullstrip,skullstrip,0-4,0-4,"0,1,2,3,4","0,1,2,3,4",,,fs_recon,fs_recon,0-4,0-4,"0,1,2,3,4","0,1,2,3,4",,,coregistration,coregistration,0-4,0-4,"0,1,2,3,4","0,1,2,3,4",SELECT * FROM df,SELECT * FROM df Where mod = 'rest',,,True,True,,,True,False,False,,,False,checkdone,checkdone,,,open,False,False,,anatfailed,anatfailed,,False,False,,restfailed,restfailed,,2025-09-27 13:12:39,2025-09-28 17:55:37,,,2026-06-02 21:42:19,False,False,,,False
CCNPPEK0001_01_rest01,{},{},{},{},,"MULTICMD
TMP=$(mktemp /tmp/mgl.XXXXXX); TMP=""$TMP.py""; printf 'import gl\ngl.windowposition(0,0,1400,1000)\ngl.loadimage(""{subjects_dir}/{fsrecon_dir}/mri/orig/001.mgz"")\ngl.overlayload(""{subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz"")\ngl.opacity(1,30)\n' > ""$TMP""; ${mricrogl_dir} ""$TMP""; rm -f ""$TMP""
;|
freeview --layout 4 --viewsize 400 300 \
  -viewport axial \
  -v ${subjects_dir}/${fsrecon_dir}/mri/orig/001.mgz:opacity=1 \
   {subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz:colormap=jet:opacity=0.3 \
  ${ccs_dir}/${sublist}/${moddir}/reg/mean_func2norm.nii.gz:opacity=0.6 \
  -zoom 1.3 \
  -f ${subjects_dir}/${fsrecon_dir}/surf/lh.pial:edgecolor=overlay:annot=${subjects_dir}/${fsrecon_dir}/label/lh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/rh.pial:edgecolor=overlay:annot=${subjects_dir}/${fsrecon_dir}/label/rh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/lh.white:edgecolor=red:annot=${subjects_dir}/${fsrecon_dir}/label/lh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/rh.white:edgecolor=red:annot=${subjects_dir}/${fsrecon_dir}/label/rh.aparc.annot \
  --hide-3d-slices","MULTICMD
TMP=$(mktemp /tmp/mgl.XXXXXX); TMP=""$TMP.py""; printf 'import gl\ngl.windowposition(0,0,1400,1000)\ngl.loadimage(""{subjects_dir}/{fsrecon_dir}/mri/orig/001.mgz"")\ngl.overlayload(""{subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz"")\ngl.opacity(1,30)\n' > ""$TMP""; ${mricrogl_dir} ""$TMP""; rm -f ""$TMP""
;|
freeview --layout 4 --viewsize 400 300 \
  -viewport axial \
  -v ${subjects_dir}/${fsrecon_dir}/mri/orig/001.mgz:opacity=1:grayscale=0,2000 \
   {subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz:colormap=jet:opacity=0.3 \
  ${ccs_dir}/${sublist}/${moddir}/reg/mean_func2norm.nii.gz:opacity=0.6 \
  -zoom 1.3 \
  -f ${subjects_dir}/${fsrecon_dir}/surf/lh.pial:edgecolor=overlay:annot=${subjects_dir}/${fsrecon_dir}/label/lh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/rh.pial:edgecolor=overlay:annot=${subjects_dir}/${fsrecon_dir}/label/rh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/lh.white:edgecolor=red:annot=${subjects_dir}/${fsrecon_dir}/label/lh.aparc.annot \
     ${subjects_dir}/${fsrecon_dir}/surf/rh.white:edgecolor=red:annot=${subjects_dir}/${fsrecon_dir}/label/rh.aparc.annot \
  --hide-3d-slices","TMP=$(mktemp /tmp/mgl.XXXXXX); TMP=""$TMP.py""; printf 'import gl\ngl.windowposition(0,0,1400,1000)\ngl.loadimage(""{subjects_dir}/{fsrecon_dir}/mri/orig/001.mgz"")\ngl.overlayload(""{subjects_dir}/{fsrecon_dir}/mri/mask.nii.gz"")\ngl.opacity(1,30)\n' > ""$TMP""; ${mricrogl_dir} ""$TMP""; rm -f ""$TMP""","wb_view \
${hcp_dir}/${group}/${sublist}/MNINonLinear/Results/${moddir}/${moddir}.nii.gz \
${hcp_dir}/${group}/${sublist}/MNINonLinear/T1w.nii.gz \
${hcp_dir}/${group}/${sublist}/MNINonLinear/${sublist}.L.pial.164k_fs_LR.surf.gii \
${hcp_dir}/${group}/${sublist}/MNINonLinear/${sublist}.R.pial.164k_fs_LR.surf.gii \
${hcp_dir}/${group}/${sublist}/MNINonLinear/${sublist}.L.white.164k_fs_LR.surf.gii \
${hcp_dir}/${group}/${sublist}/MNINonLinear/${sublist}.R.white.164k_fs_LR.surf.gii",,"freeview --layout 4 --viewsize 400 300 \
  -viewport axial \
  -v /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/mri/orig/001.mgz:opacity=1 \
   /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/mri/mask.nii.gz:colormap=jet:opacity=0.3 \
  /Users/windows/Desktop/qcProjectLCJ/stage1Prep/CCS_DIRs/CCNPPEKI/CCNPPEK0001_01/rest01/reg/mean_func2norm.nii.gz:opacity=0.6 \
  -zoom 1.3 \
  -f /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/lh.pial:edgecolor=overlay:annot=/Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/lh.aparc.annot \
     /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/rh.pial:edgecolor=overlay:annot=/Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/rh.aparc.annot \
     /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/lh.white:edgecolor=red:annot=/Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/lh.aparc.annot \
     /Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/rh.white:edgecolor=red:annot=/Users/windows/Desktop/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/rh.aparc.annot \
  --hide-3d-slices","freeview --layout 4 --viewsize 400 300 \
  -viewport axial \
  -v /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/mri/orig/001.mgz:opacity=1:grayscale=0,2000 \
   /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/mri/mask.nii.gz:colormap=jet:opacity=0.3 \
  /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/CCS_DIRs/CCNPPEKI/CCNPPEK0001_01/rest01/reg/mean_func2norm.nii.gz:opacity=0.6 \
  -zoom 1.3 \
  -f /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/lh.pial:edgecolor=overlay:annot=/Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/lh.aparc.annot \
     /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/rh.pial:edgecolor=overlay:annot=/Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/rh.aparc.annot \
     /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/lh.white:edgecolor=red:annot=/Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/lh.aparc.annot \
     /Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/surf/rh.white:edgecolor=red:annot=/Users/zhuyan/Projects/qcProjectLCJ/stage1Prep/SUBJECTS_DIRs/CCNPPEKI/CCNPPEK0001_01/label/rh.aparc.annot \
  --hide-3d-slices",,"wb_view \
/home/ubuntu/disc_luo/ProjectLCJ/stage1Prep/HCP_DIRs/CCNPPEKI/CCNPPEK0001_01/MNINonLinear/Results/rest01/rest01.nii.gz \
/home/ubuntu/disc_luo/ProjectLCJ/stage1Prep/HCP_DIRs/CCNPPEKI/CCNPPEK0001_01/MNINonLinear/T1w.nii.gz \
/home/ubuntu/disc_luo/ProjectLCJ/stage1Prep/HCP_DIRs/CCNPPEKI/CCNPPEK0001_01/MNINonLinear/CCNPPEK0001_01.L.pial.164k_fs_LR.surf.gii \
/home/ubuntu/disc_luo/ProjectLCJ/stage1Prep/HCP_DIRs/CCNPPEKI/CCNPPEK0001_01/MNINonLinear/CCNPPEK0001_01.R.pial.164k_fs_LR.surf.gii \
/home/ubuntu/disc_luo/ProjectLCJ/stage1Prep/HCP_DIRs/CCNPPEKI/CCNPPEK0001_01/MNINonLinear/CCNPPEK0001_01.L.white.164k_fs_LR.surf.gii \
/home/ubuntu/disc_luo/ProjectLCJ/stage1Prep/HCP_DIRs/CCNPPEKI/CCNPPEK0001_01/MNINonLinear/CCNPPEK0001_01.R.white.164k_fs_LR.surf.gii",False,False,False,True,,AnatRestAll._.CCNPPEK0001_01_rest01._.rf._.3._.False.json,AnatRestAll._.CCNPPEK0001_01_rest01._.zhuyan._.3._.False.json,Skullstrip._.CCNPPEK0001_01_rest01._.lcj._.None._.False.json,hcpall._.CCNPPEK0001_01_rest01._.lcj._.2._.False.json,,/home/ubuntu/homes/LuoChongjing/ProjectEASYQC/easyqc_CCNPPEKI/RatingFiles/AnatRestAll/rf/AnatRestAll._.CCNPPEK0001_01_rest01._.rf._.3._.False.json,/home/ubuntu/homes/LuoChongjing/ProjectEASYQC/easyqc_CCNPPEKI/RatingFiles/AnatRestAll/zhuyan/AnatRestAll._.CCNPPEK0001_01_rest01._.zhuyan._.3._.False.json,/home/ubuntu/homes/LuoChongjing/ProjectEASYQC/easyqc_CCNPPEKI/RatingFiles/Skullstrip/lcj/Skullstrip._.CCNPPEK0001_01_rest01._.lcj._.None._.False.json,/home/ubuntu/homes/LuoChongjing/ProjectEASYQC/easyqc_CCNPPEKI/RatingFiles/hcpall/lcj/hcpall._.CCNPPEK0001_01_rest01._.lcj._.2._.False.json,,shell,shell,shell,shell,,AnatRestAll,AnatRestAll,Skullstrip,hcpall,,皮层重建颞叶缺失,wtreterw,1.0,3.0,3.0,,2.0,headmotion,headmotion,skullstrip,hcpcoregistration,,0-4,0-4,0-4,0-4,,"0,1,2,3,4","0,1,2,3,4","0,1,2,3,4","0,1,2,3,4",,4.0,3.0,skullstrip,skullstrip,0-4,0-4,"0,1,2,3,4","0,1,2,3,4",3.0,3.0,fs_recon,fs_recon,0-4,0-4,"0,1,2,3,4","0,1,2,3,4",2.0,3.0,coregistration,coregistration,0-4,0-4,"0,1,2,3,4","0,1,2,3,4",SELECT * FROM df WHERE mod = 'rest',SELECT * FROM df Where mod = 'rest',SELECT * FROM df,SELECT * FROM df WHERE mod = 'rest',True,True,True,False,,False,False,False,False,,checkdone,checkdone,checkdone,checkdone,,False,False,True,anatfailed,anatfailed,anatfailed,False,False,True,restfailed,restfailed,restfailed,2025-10-23 17:06:34,2025-11-06 18:52:58,2026-06-03 14:24:01,2026-06-16 20:14:24,,False,False,False,False,
