ezqcid,AnatAll.lcj.score1,AnatRestAll.lcj.score1,hcpall.lcj.score1,AnatAll.lcj.score2,AnatRestAll.lcj.score2,AnatAll.lcj.score3,AnatRestAll.lcj.score3,AnatRestAll.lcj.score4,AnatAll.lcj.tag1,AnatRestAll.lcj.tag1,hcpall.lcj.tag1,AnatAll.lcj.tag2,AnatRestAll.lcj.tag2,hcpall.lcj.tag2,AnatRestAll.lcj.tag3,hcpall.lcj.tag3,sublist,subid,SESSION,moddir,mod,RUN,isnii,rest_check,fsrecon_dir,anat_check,fs_check,ezqcbatch,AnatAll.lcj.button,AnatRestAll.lcj.button,hcpall.lcj.button,AnatAll.lcj.control,AnatRestAll.lcj.control,hcpall.lcj.control,AnatAll.lcj.filename,AnatRestAll.lcj.filename,hcpall.lcj.filename,AnatAll.lcj.filepath,AnatRestAll.lcj.filepath,hcpall.lcj.filepath,AnatAll.lcj.interper,AnatRestAll.lcj.interper,hcpall.lcj.interper,AnatAll.lcj.label,AnatRestAll.lcj.label,hcpall.lcj.label,AnatAll.lcj.score1label,AnatRestAll.lcj.score1label,hcpall.lcj.score1label,AnatAll.lcj.score1num,AnatRestAll.lcj.score1num,hcpall.lcj.score1num,AnatAll.lcj.score1num_,AnatRestAll.lcj.score1num_,hcpall.lcj.score1num_,AnatAll.lcj.score2label,AnatRestAll.lcj.score2label,AnatAll.lcj.score2num,AnatRestAll.lcj.score2num,AnatAll.lcj.score2num_,AnatRestAll.lcj.score2num_,AnatAll.lcj.score3label,AnatRestAll.lcj.score3label,AnatAll.lcj.score3num,AnatRestAll.lcj.score3num,AnatAll.lcj.score3num_,AnatRestAll.lcj.score3num_,AnatRestAll.lcj.score4label,AnatRestAll.lcj.score4num,AnatRestAll.lcj.score4num_,AnatAll.lcj.select_filter,AnatRestAll.lcj.select_filter,hcpall.lcj.select_filter,AnatAll.lcj.showing,AnatRestAll.lcj.showing,hcpall.lcj.showing,AnatAll.lcj.tag1label,AnatRestAll.lcj.tag1label,hcpall.lcj.tag1label,AnatAll.lcj.tag2label,AnatRestAll.lcj.tag2label,hcpall.lcj.tag2label,AnatRestAll.lcj.tag3label,hcpall.lcj.tag3label,AnatAll.lcj.time,AnatRestAll.lcj.time,hcpall.lcj.time,AnatAll.lcj.watch_mode,AnatRestAll.lcj.watch_mode,hcpall.lcj.watch_mode
CCNPCKG0134_03_anat,1.0,,,3.0,,1.0,,,False,,,False,,,,,CCNPCKG0134_03,CCNPCKG0134,3,anat,anat,,1,,CCNPCKG0134_03,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0134_03_anat._.lcj._.1._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0134_03_anat._.lcj._.1._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:23:41,,,False,,
CCNPCKG0135_01_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0135_01,CCNPCKG0135,1,anat,anat,,1,,CCNPCKG0135_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0135_01_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0135_01_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:24:32,,,False,,
CCNPCKG0135_02_anat,1.0,,,3.0,,1.0,,,False,,,False,,,,,CCNPCKG0135_02,CCNPCKG0135,2,anat,anat,,1,,CCNPCKG0135_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0135_02_anat._.lcj._.1._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0135_02_anat._.lcj._.1._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:25:18,,,False,,
CCNPCKG0136_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0136_01,CCNPCKG0136,1,anat,anat,,1,,CCNPCKG0136_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0136_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0136_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:26:03,,,False,,
CCNPCKG0137_01_anat,3.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0137_01,CCNPCKG0137,1,anat,anat,,1,,CCNPCKG0137_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0137_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0137_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:26:39,,,False,,
CCNPCKG0137_02_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0137_02,CCNPCKG0137,2,anat,anat,,1,,CCNPCKG0137_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0137_02_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0137_02_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:26:59,,,False,,
CCNPCKG0137_03_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0137_03,CCNPCKG0137,3,anat,anat,,1,,CCNPCKG0137_03,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0137_03_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0137_03_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:32:44,,,False,,
CCNPCKG0138_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0138_01,CCNPCKG0138,1,anat,anat,,1,,CCNPCKG0138_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0138_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0138_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:34:04,,,False,,
CCNPCKG0138_02_anat,3.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0138_02,CCNPCKG0138,2,anat,anat,,1,,CCNPCKG0138_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0138_02_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0138_02_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:34:24,,,False,,
CCNPCKG0139_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0139_01,CCNPCKG0139,1,anat,anat,,1,,CCNPCKG0139_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0139_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0139_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:34:42,,,False,,
CCNPCKG0140_01_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0140_01,CCNPCKG0140,1,anat,anat,,1,,CCNPCKG0140_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0140_01_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0140_01_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:35:23,,,False,,
CCNPCKG0140_02_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0140_02,CCNPCKG0140,2,anat,anat,,1,,CCNPCKG0140_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0140_02_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0140_02_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:36:25,,,False,,
CCNPCKG0140_03_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0140_03,CCNPCKG0140,3,anat,anat,,1,,CCNPCKG0140_03,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0140_03_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0140_03_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:37:02,,,False,,
CCNPCKG0141_01_anat,2.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0141_01,CCNPCKG0141,1,anat,anat,,1,,CCNPCKG0141_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0141_01_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0141_01_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:37:22,,,False,,
CCNPCKG0141_02_anat,2.0,,,2.0,,2.0,,,False,,,False,,,,,CCNPCKG0141_02,CCNPCKG0141,2,anat,anat,,1,,CCNPCKG0141_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0141_02_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0141_02_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:38:04,,,False,,
CCNPCKG0142_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0142_01,CCNPCKG0142,1,anat,anat,,1,,CCNPCKG0142_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0142_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0142_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:38:34,,,False,,
CCNPCKG0142_02_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0142_02,CCNPCKG0142,2,anat,anat,,1,,CCNPCKG0142_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0142_02_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0142_02_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:38:47,,,False,,
CCNPCKG0142_03_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0142_03,CCNPCKG0142,3,anat,anat,,1,,CCNPCKG0142_03,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0142_03_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0142_03_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:39:02,,,False,,
CCNPCKG0143_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0143_01,CCNPCKG0143,1,anat,anat,,1,,CCNPCKG0143_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0143_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0143_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:39:19,,,False,,
CCNPCKG0144_01_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0144_01,CCNPCKG0144,1,anat,anat,,1,,CCNPCKG0144_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0144_01_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0144_01_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:39:46,,,False,,
CCNPCKG0144_02_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0144_02,CCNPCKG0144,2,anat,anat,,1,,CCNPCKG0144_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0144_02_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0144_02_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:40:16,,,False,,
CCNPCKG0144_03_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0144_03,CCNPCKG0144,3,anat,anat,,1,,CCNPCKG0144_03,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0144_03_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0144_03_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:40:33,,,False,,
CCNPCKG0145_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0145_01,CCNPCKG0145,1,anat,anat,,1,,CCNPCKG0145_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0145_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0145_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:41:07,,,False,,
CCNPCKG0145_02_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0145_02,CCNPCKG0145,2,anat,anat,,1,,CCNPCKG0145_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0145_02_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0145_02_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:42:00,,,False,,
CCNPCKG0146_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0146_01,CCNPCKG0146,1,anat,anat,,1,,CCNPCKG0146_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0146_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0146_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:42:21,,,False,,
CCNPCKG0146_02_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0146_02,CCNPCKG0146,2,anat,anat,,1,,CCNPCKG0146_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0146_02_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0146_02_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:42:32,,,False,,
CCNPCKG0146_03_anat,2.0,,,3.0,,2.0,,,False,,,False,,,,,CCNPCKG0146_03,CCNPCKG0146,3,anat,anat,,1,,CCNPCKG0146_03,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0146_03_anat._.lcj._.2._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0146_03_anat._.lcj._.2._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:42:54,,,False,,
CCNPCKG0147_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0147_01,CCNPCKG0147,1,anat,anat,,1,,CCNPCKG0147_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0147_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0147_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:43:39,,,False,,
CCNPCKG0148_01_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0148_01,CCNPCKG0148,1,anat,anat,,1,,CCNPCKG0148_01,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0148_01_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0148_01_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:43:58,,,False,,
CCNPCKG0148_02_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0148_02,CCNPCKG0148,2,anat,anat,,1,,CCNPCKG0148_02,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0148_02_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0148_02_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:45:10,,,False,,
CCNPCKG0148_03_anat,3.0,,,3.0,,3.0,,,False,,,False,,,,,CCNPCKG0148_03,CCNPCKG0148,3,anat,anat,,1,,CCNPCKG0148_03,3.0,2.0,1,{},,,False,,,AnatAll._.CCNPCKG0148_03_anat._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/AnatAll/lcj/AnatAll._.CCNPCKG0148_03_anat._.lcj._.3._.False.json,,,shell,,,AnatAll,,,headmotion,,,0-4,,,"0,1,2,3,4",,,skullstrip,,0-4,,"0,1,2,3,4",,fs_recon,,0-4,,"0,1,2,3,4",,,,,SELECT * FROM df WHERE mod = 'anat',,,True,,,checkdone,,,anatfailed,,,,,2026-05-09 21:45:34,,,False,,
